Country,Response_measure,date_start,date_end
Austria,AdaptationOfWorkplace,16/03/2020,13/04/2020
Austria,AdaptationOfWorkplace,01/04/2021,NA
Austria,BanOnAllEvents,03/11/2020,18/05/2021
Austria,ClosDaycare,16/03/2020,04/05/2020
Austria,ClosDaycare,17/11/2020,07/12/2020
Austria,ClosHigh,16/03/2020,30/09/2020
Austria,ClosPrim,17/11/2020,07/12/2020
Austria,ClosPrim,26/12/2020,06/02/2021
Austria,ClosPrimPartial,16/03/2020,18/05/2020
Austria,ClosPubAny,16/03/2020,13/04/2020
Austria,ClosPubAny,02/05/2020,14/05/2020
Austria,ClosPubAny,16/11/2020,06/12/2020
Austria,ClosPubAny,28/12/2020,06/02/2021
Austria,ClosPubAnyPartial,14/04/2020,01/05/2020
Austria,ClosPubAnyPartial,15/05/2020,15/11/2020
Austria,ClosPubAnyPartial,07/12/2020,27/12/2020
Austria,ClosSec,03/11/2020,07/02/2021
Austria,ClosSecPartial,16/03/2020,03/06/2020
Austria,ClosSecPartial,08/02/2021,16/05/2021
Austria,EntertainmentVenues,16/03/2020,30/04/2020
Austria,EntertainmentVenues,03/11/2020,07/02/2021
Austria,GymsSportsCentres,03/11/2020,18/05/2021
Austria,HotelsOtherAccommodation,31/03/2020,29/05/2020
Austria,HotelsOtherAccommodation,03/11/2020,18/05/2021
Austria,IndoorOver100,11/03/2020,30/06/2020
Austria,IndoorOver1000,01/08/2020,13/09/2020
Austria,IndoorOver50,14/09/2020,02/11/2020
Austria,IndoorOver500,01/07/2020,31/07/2020
Austria,MasksMandatoryAllSpaces,14/09/2020,09/06/2021
Austria,MasksMandatoryClosedSpacesPartial,15/06/2020,08/07/2020
Austria,MasksVoluntaryClosedSpacesPartial,31/03/2020,05/04/2020
Austria,MassGather50,03/11/2020,18/05/2021
Austria,MassGather50Partial,14/09/2020,02/11/2020
Austria,MassGatherAll,11/03/2020,31/07/2020
Austria,MassGatherAll,03/11/2020,18/05/2021
Austria,MassGatherAllPartial,01/08/2020,02/11/2020
Austria,NonEssentialShops,16/03/2020,13/04/2020
Austria,NonEssentialShops,17/11/2020,06/12/2020
Austria,NonEssentialShops,26/12/2020,07/02/2021
Austria,NonEssentialShopsPartial,14/04/2020,01/05/2020
Austria,NonEssentialShopsPartial,07/12/2020,25/12/2020
Austria,OutdoorOver100,14/09/2020,02/11/2020
Austria,OutdoorOver1000,01/08/2020,13/09/2020
Austria,OutdoorOver500,11/03/2020,31/07/2020
Austria,PlaceOfWorship,16/03/2020,14/05/2020
Austria,PlaceOfWorship,16/11/2020,06/12/2020
Austria,PlaceOfWorship,28/12/2020,06/02/2021
Austria,PlaceOfWorshipPartial,15/05/2020,15/11/2020
Austria,PlaceOfWorshipPartial,07/12/2020,27/12/2020
Austria,PrivateGatheringRestrictions,16/03/2020,30/04/2020
Austria,PrivateGatheringRestrictions,23/10/2020,16/11/2020
Austria,QuarantineForInternationalTravellers,10/03/2020,NA
Austria,RegionalStayHomeOrder,01/04/2021,02/05/2021
Austria,RestaurantsCafes,16/03/2020,14/05/2020
Austria,RestaurantsCafes,03/11/2020,14/05/2021
Austria,SocialCircle,17/11/2020,18/05/2021
Austria,StayHomeGen,10/03/2020,15/03/2020
Austria,StayHomeOrder,16/03/2020,30/04/2020
Austria,StayHomeOrder,17/11/2020,06/12/2020
Austria,StayHomeOrder,26/12/2020,07/02/2021
Austria,StayHomeOrderPartial,03/11/2020,16/11/2020
Austria,StayHomeOrderPartial,07/12/2020,25/12/2020
Austria,StayHomeOrderPartial,08/02/2021,15/05/2021
Belgium,BanOnAllEvents,29/10/2020,07/03/2021
Belgium,ClosDaycare,18/05/2020,02/06/2020
Belgium,ClosDaycare,12/11/2020,15/11/2020
Belgium,ClosHigh,13/03/2020,19/08/2020
Belgium,ClosHigh,12/11/2020,15/11/2020
Belgium,ClosHighPartial,20/08/2020,11/11/2020
Belgium,ClosPrim,13/03/2020,07/06/2020
Belgium,ClosPrim,12/11/2020,16/11/2020
Belgium,ClosPrim,29/03/2021,18/04/2021
Belgium,ClosPubAny,13/03/2020,03/05/2020
Belgium,ClosPubAnyPartial,04/05/2020,NA
Belgium,ClosSec,13/03/2020,17/05/2020
Belgium,ClosSec,12/11/2020,15/11/2020
Belgium,ClosSec,29/03/2021,18/04/2021
Belgium,ClosSecPartial,18/05/2020,19/08/2020
Belgium,EntertainmentVenues,13/03/2020,30/06/2020
Belgium,EntertainmentVenues,29/10/2020,07/05/2021
Belgium,EntertainmentVenuesPartial,01/07/2020,28/10/2020
Belgium,GymsSportsCentres,13/03/2020,03/05/2020
Belgium,GymsSportsCentresPartial,04/05/2020,30/06/2020
Belgium,GymsSportsCentresPartial,29/10/2020,NA
Belgium,IndoorOver1000,10/03/2020,17/03/2020
Belgium,IndoorOver500,01/07/2020,28/10/2020
Belgium,MasksMandatoryAllSpacesPartial,04/05/2020,NA
Belgium,MassGather50,29/10/2020,07/03/2021
Belgium,MassGather50,01/05/2021,08/06/2021
Belgium,MassGatherAll,10/03/2020,17/03/2020
Belgium,MassGatherAll,01/07/2020,07/03/2021
Belgium,MassGatherAll,01/05/2021,08/06/2021
Belgium,NonEssentialShops,13/03/2020,03/05/2020
Belgium,NonEssentialShops,30/10/2020,30/11/2020
Belgium,NonEssentialShopsPartial,04/05/2020,22/09/2020
Belgium,NonEssentialShopsPartial,19/10/2020,29/10/2020
Belgium,OutdoorOver50,01/05/2021,08/06/2021
Belgium,OutdoorOver500,01/07/2020,28/10/2020
Belgium,PlaceOfWorship,13/03/2020,07/06/2020
Belgium,PlaceOfWorshipPartial,08/06/2020,27/10/2020
Belgium,PrivateGatheringRestrictions,01/07/2020,07/03/2021
Belgium,PrivateGatheringRestrictionsPartial,08/03/2021,19/03/2021
Belgium,QuarantineForInternationalTravellers,08/07/2020,24/11/2020
Belgium,QuarantineForInternationalTravellers,31/12/2020,NA
Belgium,QuarantineForInternationalTravellersPartial,25/11/2020,30/12/2020
Belgium,RegionalStayHomeOrderPartial,28/07/2020,26/08/2020
Belgium,RestaurantsCafes,13/03/2020,07/06/2020
Belgium,RestaurantsCafes,19/10/2020,25/04/2021
Belgium,RestaurantsCafesPartial,08/06/2020,18/10/2020
Belgium,SocialCircle,18/03/2020,08/06/2021
Belgium,StayHomeGen,10/05/2020,18/10/2020
Belgium,StayHomeOrder,18/03/2020,09/05/2020
Belgium,StayHomeOrderPartial,19/10/2020,07/05/2021
Belgium,Teleworking,10/03/2020,NA
Bulgaria,AdaptationOfWorkplace,01/10/2020,30/04/2021
Bulgaria,BanOnAllEvents,08/03/2020,14/05/2020
Bulgaria,BanOnAllEventsPartial,15/05/2020,30/06/2020
Bulgaria,ClosDaycare,13/03/2020,21/05/2020
Bulgaria,ClosDaycare,27/11/2020,03/01/2021
Bulgaria,ClosDaycare,22/03/2021,31/03/2021
Bulgaria,ClosDaycarePartial,22/05/2020,14/06/2020
Bulgaria,ClosHigh,13/03/2020,31/05/2020
Bulgaria,ClosHighPartial,01/06/2020,31/05/2021
Bulgaria,ClosPrim,13/03/2020,14/09/2020
Bulgaria,ClosPrim,27/11/2020,03/01/2021
Bulgaria,ClosPrim,22/03/2021,31/03/2021
Bulgaria,ClosPubAny,13/03/2020,17/05/2020
Bulgaria,ClosPubAny,22/03/2021,31/03/2021
Bulgaria,ClosPubAnyPartial,18/05/2020,14/06/2020
Bulgaria,ClosPubAnyPartial,29/10/2020,21/03/2021
Bulgaria,ClosPubAnyPartial,01/04/2021,NA
Bulgaria,ClosSec,13/03/2020,14/09/2020
Bulgaria,ClosSecPartial,29/10/2020,31/05/2021
Bulgaria,EntertainmentVenues,13/03/2020,17/05/2020
Bulgaria,EntertainmentVenues,22/03/2021,31/03/2021
Bulgaria,EntertainmentVenuesPartial,14/11/2020,21/03/2021
Bulgaria,GymsSportsCentres,13/03/2020,17/05/2020
Bulgaria,GymsSportsCentres,22/03/2021,31/03/2021
Bulgaria,GymsSportsCentresPartial,18/05/2020,14/06/2020
Bulgaria,GymsSportsCentresPartial,27/11/2020,21/03/2021
Bulgaria,GymsSportsCentresPartial,01/04/2021,NA
Bulgaria,MasksMandatoryAllSpaces,12/04/2020,30/04/2020
Bulgaria,MasksMandatoryAllSpacesPartial,01/05/2020,NA
Bulgaria,MasksVoluntaryAllSpaces,31/03/2020,11/04/2020
Bulgaria,MassGather50,08/03/2020,14/05/2020
Bulgaria,MassGather50Partial,15/05/2020,30/06/2020
Bulgaria,MassGatherAll,08/03/2020,12/03/2020
Bulgaria,MassGatherAllPartial,13/03/2020,30/06/2020
Bulgaria,NonEssentialShops,13/03/2020,17/05/2020
Bulgaria,NonEssentialShops,27/11/2020,31/01/2021
Bulgaria,NonEssentialShops,22/03/2021,31/03/2021
Bulgaria,PrivateGatheringRestrictions,08/03/2020,30/06/2020
Bulgaria,PrivateGatheringRestrictions,27/11/2020,31/05/2021
Bulgaria,QuarantineForInternationalTravellers,17/03/2020,27/07/2020
Bulgaria,QuarantineForInternationalTravellers,01/08/2020,30/11/2020
Bulgaria,QuarantineForInternationalTravellersPartial,28/07/2020,31/07/2020
Bulgaria,QuarantineForInternationalTravellersPartial,01/12/2020,NA
Bulgaria,RestaurantsCafes,13/03/2020,31/05/2020
Bulgaria,RestaurantsCafes,27/11/2020,28/02/2021
Bulgaria,RestaurantsCafes,22/03/2021,31/03/2021
Bulgaria,RestaurantsCafesPartial,29/10/2020,26/11/2020
Bulgaria,RestaurantsCafesPartial,01/03/2021,21/03/2021
Bulgaria,StayHomeGen,24/02/2020,11/03/2020
Bulgaria,Teleworking,13/03/2020,29/03/2020
Bulgaria,TeleworkingPartial,14/11/2020,30/04/2021
Croatia,BanOnAllEvents,19/03/2020,04/05/2020
Croatia,ClosDaycare,16/03/2020,10/05/2020
Croatia,ClosHigh,16/03/2020,17/06/2020
Croatia,ClosPrim,16/03/2020,10/05/2020
Croatia,ClosPrimPartial,11/05/2020,17/06/2020
Croatia,ClosPubAnyPartial,19/03/2020,NA
Croatia,ClosSec,16/03/2020,17/06/2020
Croatia,ClosureOfPublicTransport,22/03/2020,27/04/2020
Croatia,EntertainmentVenuesPartial,19/03/2020,28/05/2020
Croatia,GymsSportsCentres,19/03/2020,12/05/2020
Croatia,GymsSportsCentres,28/11/2020,14/02/2021
Croatia,GymsSportsCentresPartial,15/02/2021,NA
Croatia,IndoorOver50,05/05/2020,27/05/2021
Croatia,MasksMandatoryAllSpaces,25/10/2020,02/07/2021
Croatia,MasksMandatoryAllSpacesPartial,03/07/2021,NA
Croatia,MasksMandatoryClosedSpaces,24/04/2020,24/10/2020
Croatia,MassGather50,19/03/2020,27/05/2021
Croatia,MassGatherAll,19/03/2020,27/05/2021
Croatia,NonEssentialShopsPartial,19/03/2020,25/05/2020
Croatia,OutdoorOver50,05/05/2020,26/10/2020
Croatia,OutdoorOver50,28/11/2020,27/05/2021
Croatia,QuarantineForInternationalTravellersPartial,11/05/2020,NA
Croatia,RestaurantsCafes,19/03/2020,11/05/2020
Croatia,RestaurantsCafes,28/11/2020,28/02/2021
Croatia,RestaurantsCafesPartial,12/05/2020,27/11/2020
Croatia,StayHomeOrder,23/03/2020,10/05/2020
Croatia,StayHomeRiskG,03/03/2020,NA
Croatia,Teleworking,19/03/2020,27/05/2020
Cyprus,BanOnAllEvents,10/03/2020,24/06/2020
Cyprus,BanOnAllEventsPartial,05/11/2020,16/05/2021
Cyprus,ClosDaycare,10/03/2020,09/06/2020
Cyprus,ClosHigh,10/03/2020,11/05/2020
Cyprus,ClosHigh,14/12/2020,09/05/2021
Cyprus,ClosPrim,10/03/2020,21/05/2020
Cyprus,ClosPrim,10/01/2021,07/02/2021
Cyprus,ClosPubAny,13/03/2020,03/05/2020
Cyprus,ClosPubAnyPartial,04/05/2020,29/06/2020
Cyprus,ClosPubAnyPartial,05/11/2020,NA
Cyprus,ClosSec,10/03/2020,10/05/2020
Cyprus,ClosSec,14/12/2020,07/02/2021
Cyprus,ClosSecPartial,11/05/2020,21/05/2020
Cyprus,ClosSecPartial,08/02/2021,31/03/2021
Cyprus,EntertainmentVenues,16/03/2020,20/05/2020
Cyprus,EntertainmentVenues,11/12/2020,07/02/2021
Cyprus,EntertainmentVenues,26/04/2021,09/05/2021
Cyprus,EntertainmentVenuesPartial,21/05/2020,29/06/2020
Cyprus,EntertainmentVenuesPartial,08/02/2021,25/04/2021
Cyprus,EntertainmentVenuesPartial,10/05/2021,NA
Cyprus,GymsSportsCentres,13/03/2020,03/05/2020
Cyprus,GymsSportsCentres,08/01/2021,31/03/2021
Cyprus,GymsSportsCentres,26/04/2021,09/05/2021
Cyprus,GymsSportsCentresPartial,04/05/2020,13/06/2020
Cyprus,GymsSportsCentresPartial,10/05/2021,NA
Cyprus,HotelsOtherAccommodation,16/03/2020,03/05/2020
Cyprus,HotelsOtherAccommodationPartial,04/05/2020,09/06/2020
Cyprus,HotelsOtherAccommodationPartial,17/05/2021,19/07/2021
Cyprus,IndoorOver100,12/07/2020,04/11/2020
Cyprus,IndoorOver50,25/06/2020,11/07/2020
Cyprus,MassGather50,10/03/2020,11/07/2020
Cyprus,MassGather50Partial,05/11/2020,16/05/2021
Cyprus,MassGatherAll,10/03/2020,04/11/2020
Cyprus,MassGatherAllPartial,05/11/2020,16/05/2021
Cyprus,NonEssentialShops,16/03/2020,03/05/2020
Cyprus,NonEssentialShops,26/04/2021,09/05/2021
Cyprus,NonEssentialShopsPartial,04/05/2020,09/06/2020
Cyprus,NonEssentialShopsPartial,11/12/2020,07/02/2021
Cyprus,NonEssentialShopsPartial,10/05/2021,NA
Cyprus,OutdoorOver100,12/07/2020,04/11/2020
Cyprus,OutdoorOver50,25/06/2020,11/07/2020
Cyprus,PlaceOfWorship,16/03/2020,03/05/2020
Cyprus,PlaceOfWorshipPartial,04/05/2020,01/06/2020
Cyprus,PlaceOfWorshipPartial,08/02/2021,NA
Cyprus,PrivateGatheringRestrictions,31/03/2020,03/05/2020
Cyprus,PrivateGatheringRestrictions,05/11/2020,07/02/2021
Cyprus,PrivateGatheringRestrictions,26/04/2021,28/05/2021
Cyprus,PrivateGatheringRestrictionsPartial,08/02/2021,25/04/2021
Cyprus,QuarantineForInternationalTravellers,30/06/2020,09/05/2021
Cyprus,QuarantineForInternationalTravellersPartial,10/05/2021,NA
Cyprus,RestaurantsCafes,16/03/2020,20/05/2020
Cyprus,RestaurantsCafes,11/12/2020,14/03/2021
Cyprus,RestaurantsCafes,26/04/2021,09/05/2021
Cyprus,RestaurantsCafesPartial,21/05/2020,09/06/2020
Cyprus,RestaurantsCafesPartial,05/11/2020,10/12/2020
Cyprus,RestaurantsCafesPartial,15/03/2021,25/04/2021
Cyprus,RestaurantsCafesPartial,10/05/2021,NA
Cyprus,StayHomeOrder,24/03/2020,03/05/2020
Cyprus,StayHomeOrder,10/01/2021,09/05/2021
Cyprus,StayHomeOrderPartial,04/05/2020,21/05/2020
Cyprus,StayHomeOrderPartial,23/10/2020,09/01/2021
Cyprus,StayHomeOrderPartial,10/05/2021,09/06/2021
Cyprus,TeleworkingPartial,08/01/2021,NA
Cyprus,WorkplaceClosures,16/03/2020,14/04/2020
Cyprus,WorkplaceClosuresPartial,15/04/2020,29/06/2020
Czechia,AdaptationOfWorkplace,24/03/2020,11/05/2020
Czechia,AdaptationOfWorkplace,27/12/2020,NA
Czechia,BanOnAllEvents,22/10/2020,03/12/2020
Czechia,BanOnAllEvents,18/12/2020,16/05/2021
Czechia,ClosDaycare,11/03/2020,11/05/2020
Czechia,ClosDaycare,01/03/2021,11/04/2021
Czechia,ClosHigh,11/03/2020,10/05/2020
Czechia,ClosHigh,14/10/2020,23/05/2021
Czechia,ClosHighPartial,11/05/2020,31/08/2020
Czechia,ClosPrim,11/03/2020,10/05/2020
Czechia,ClosPrim,14/10/2020,17/11/2020
Czechia,ClosPrim,21/12/2020,11/04/2021
Czechia,ClosPrimPartial,11/05/2020,31/08/2020
Czechia,ClosPrimPartial,18/11/2020,29/11/2020
Czechia,ClosPrimPartial,12/04/2021,16/05/2021
Czechia,ClosPubAny,16/03/2020,23/04/2020
Czechia,ClosPubAny,14/10/2020,17/11/2020
Czechia,ClosPubAnyPartial,10/03/2020,15/03/2020
Czechia,ClosPubAnyPartial,24/04/2020,13/10/2020
Czechia,ClosPubAnyPartial,18/11/2020,NA
Czechia,ClosSec,11/03/2020,07/06/2020
Czechia,ClosSec,14/10/2020,06/12/2020
Czechia,ClosSec,21/12/2020,23/05/2021
Czechia,ClosSecPartial,08/06/2020,31/08/2020
Czechia,ClosSecPartial,07/12/2020,20/12/2020
Czechia,EntertainmentVenues,16/03/2020,10/05/2020
Czechia,EntertainmentVenues,14/10/2020,02/12/2020
Czechia,EntertainmentVenues,18/12/2020,11/04/2021
Czechia,EntertainmentVenuesPartial,13/03/2020,15/03/2020
Czechia,EntertainmentVenuesPartial,11/05/2020,31/08/2020
Czechia,EntertainmentVenuesPartial,05/10/2020,13/10/2020
Czechia,EntertainmentVenuesPartial,03/12/2020,17/12/2020
Czechia,EntertainmentVenuesPartial,12/04/2021,NA
Czechia,GymsSportsCentres,13/03/2020,26/04/2020
Czechia,GymsSportsCentres,14/10/2020,02/12/2020
Czechia,GymsSportsCentres,18/12/2020,16/05/2021
Czechia,GymsSportsCentresPartial,27/04/2020,13/10/2020
Czechia,GymsSportsCentresPartial,03/12/2020,17/12/2020
Czechia,HotelsOtherAccommodation,16/03/2020,25/05/2020
Czechia,HotelsOtherAccommodation,22/10/2020,03/12/2020
Czechia,HotelsOtherAccommodation,18/12/2020,23/05/2021
Czechia,HotelsOtherAccommodationPartial,24/05/2021,08/06/2021
Czechia,IndoorOver100,04/03/2020,12/03/2020
Czechia,IndoorOver100,11/05/2020,25/05/2020
Czechia,IndoorOver1000,22/06/2020,31/08/2020
Czechia,IndoorOver50,24/05/2021,07/06/2021
Czechia,IndoorOver500,26/05/2020,21/06/2020
Czechia,IndoorOver500,01/09/2020,05/10/2020
Czechia,IndoorOver500,08/06/2021,25/06/2021
Czechia,MasksMandatoryAllSpaces,19/03/2020,03/07/2020
Czechia,MasksMandatoryAllSpacesPartial,04/07/2020,24/07/2020
Czechia,MasksMandatoryClosedSpaces,01/09/2020,20/10/2020
Czechia,MasksMandatoryClosedSpacesPartial,25/07/2020,31/08/2020
Czechia,MassGather50,22/10/2020,07/06/2021
Czechia,MassGatherAll,04/03/2020,12/03/2020
Czechia,MassGatherAll,11/05/2020,05/10/2020
Czechia,NonEssentialShops,14/03/2020,11/05/2020
Czechia,NonEssentialShops,22/10/2020,02/12/2020
Czechia,NonEssentialShops,27/12/2020,10/05/2021
Czechia,NonEssentialShopsPartial,03/12/2020,26/12/2020
Czechia,OutdoorOver100,11/05/2020,25/05/2020
Czechia,OutdoorOver100,24/05/2021,07/06/2021
Czechia,OutdoorOver1000,22/06/2020,05/10/2020
Czechia,OutdoorOver50,04/12/2020,17/12/2020
Czechia,OutdoorOver50,17/05/2021,23/05/2021
Czechia,OutdoorOver500,26/05/2020,21/06/2020
Czechia,OutdoorOver500,08/06/2021,25/06/2021
Czechia,PlaceOfWorship,16/03/2020,23/04/2020
Czechia,PlaceOfWorship,14/10/2020,17/11/2020
Czechia,PlaceOfWorshipPartial,10/03/2020,15/03/2020
Czechia,PlaceOfWorshipPartial,24/04/2020,13/10/2020
Czechia,PlaceOfWorshipPartial,18/11/2020,NA
Czechia,PrivateGatheringRestrictions,12/03/2020,11/05/2020
Czechia,PrivateGatheringRestrictions,05/10/2020,02/12/2020
Czechia,PrivateGatheringRestrictions,27/12/2020,09/05/2021
Czechia,PrivateGatheringRestrictionsPartial,03/12/2020,26/12/2020
Czechia,PrivateGatheringRestrictionsPartial,10/05/2021,NA
Czechia,QuarantineForInternationalTravellers,13/03/2020,30/06/2020
Czechia,QuarantineForInternationalTravellers,01/07/2021,NA
Czechia,RestaurantsCafes,14/03/2020,10/05/2020
Czechia,RestaurantsCafes,14/10/2020,02/12/2020
Czechia,RestaurantsCafes,18/12/2020,16/05/2021
Czechia,RestaurantsCafesPartial,11/05/2020,08/06/2020
Czechia,RestaurantsCafesPartial,03/12/2020,17/12/2020
Czechia,RestaurantsCafesPartial,17/05/2021,NA
Czechia,StayHomeOrder,16/03/2020,24/04/2020
Czechia,StayHomeOrder,22/10/2020,03/11/2020
Czechia,StayHomeOrderPartial,04/11/2020,03/12/2020
Czechia,StayHomeOrderPartial,18/12/2020,11/04/2021
Czechia,Teleworking,22/10/2020,NA
Denmark,AdaptationOfWorkplace,08/05/2020,19/05/2020
Denmark,AdaptationOfWorkplace,22/05/2020,26/05/2020
Denmark,AdaptationOfWorkplace,29/05/2020,NA
Denmark,AdaptationOfWorkplacePartial,20/05/2020,21/05/2020
Denmark,AdaptationOfWorkplacePartial,27/05/2020,28/05/2020
Denmark,BanOnAllEvents,26/10/2020,05/04/2021
Denmark,ClosDaycare,16/03/2020,15/04/2020
Denmark,ClosHigh,16/03/2020,31/07/2020
Denmark,ClosHigh,16/12/2020,28/02/2021
Denmark,ClosHighPartial,06/04/2021,13/06/2021
Denmark,ClosPrim,16/03/2020,15/04/2020
Denmark,ClosPrim,21/12/2020,03/01/2021
Denmark,ClosPrim,05/01/2021,07/02/2021
Denmark,ClosPubAny,28/04/2020,17/05/2020
Denmark,ClosPubAny,16/12/2020,12/04/2021
Denmark,ClosPubAnyPartial,11/03/2020,27/04/2020
Denmark,ClosPubAnyPartial,18/05/2020,15/12/2020
Denmark,ClosSec,16/03/2020,18/05/2020
Denmark,ClosSec,16/12/2020,28/02/2021
Denmark,ClosSecPartial,06/04/2021,20/05/2021
Denmark,EntertainmentVenues,18/03/2020,08/06/2020
Denmark,EntertainmentVenues,16/12/2020,20/05/2021
Denmark,GymsSportsCentres,18/03/2020,08/06/2020
Denmark,GymsSportsCentres,16/12/2020,20/04/2021
Denmark,IndoorOver100,11/06/2021,30/06/2021
Denmark,IndoorOver50,18/03/2020,14/06/2020
Denmark,IndoorOver50,21/05/2021,10/06/2021
Denmark,IndoorOver500,15/06/2020,25/10/2020
Denmark,IndoorOver500,01/07/2021,31/07/2021
Denmark,MasksMandatoryClosedSpaces,29/10/2020,10/06/2021
Denmark,MasksVoluntaryClosedSpacesPartial,21/08/2020,22/08/2020
Denmark,MassGather50,18/03/2020,14/06/2020
Denmark,MassGather50,26/10/2020,05/04/2021
Denmark,MassGather50,06/05/2021,10/06/2021
Denmark,MassGatherAll,18/03/2020,14/06/2020
Denmark,MassGatherAll,11/06/2021,31/07/2021
Denmark,MassGatherAllPartial,15/06/2020,10/06/2021
Denmark,NonEssentialShops,28/04/2020,10/05/2020
Denmark,NonEssentialShops,16/12/2020,28/02/2021
Denmark,NonEssentialShops,06/04/2021,12/04/2021
Denmark,NonEssentialShopsPartial,11/03/2020,27/04/2020
Denmark,NonEssentialShopsPartial,13/04/2021,20/04/2021
Denmark,OutdoorOver100,05/09/2020,25/10/2020
Denmark,OutdoorOver100,06/04/2021,05/05/2021
Denmark,OutdoorOver100,21/05/2021,10/06/2021
Denmark,OutdoorOver50,18/03/2020,20/04/2020
Denmark,OutdoorOver50,06/05/2021,20/05/2021
Denmark,OutdoorOver500,21/04/2020,04/09/2020
Denmark,PlaceOfWorship,18/03/2020,18/05/2020
Denmark,PrivateGatheringRestrictions,18/03/2020,14/06/2020
Denmark,PrivateGatheringRestrictions,26/10/2020,05/07/2021
Denmark,QuarantineForInternationalTravellers,18/03/2020,30/03/2020
Denmark,RestaurantsCafes,18/03/2020,17/05/2020
Denmark,RestaurantsCafes,16/12/2020,20/04/2021
Denmark,RestaurantsCafesPartial,18/05/2020,15/12/2020
Denmark,StayHomeRiskG,14/03/2020,NA
Denmark,Teleworking,13/03/2020,14/06/2020
Denmark,Teleworking,16/12/2020,20/05/2021
Denmark,TeleworkingPartial,15/06/2020,15/12/2020
Denmark,TeleworkingPartial,21/05/2021,31/07/2021
Denmark,WorkplaceClosures,13/03/2020,10/05/2020
Estonia,AdaptationOfWorkplacePartial,16/03/2020,NA
Estonia,BanOnAllEventsPartial,03/03/2021,02/05/2021
Estonia,ClosDaycarePartial,11/03/2021,02/05/2021
Estonia,ClosHigh,16/03/2020,17/05/2020
Estonia,ClosHigh,14/12/2020,31/12/2020
Estonia,ClosHigh,01/03/2021,16/05/2021
Estonia,ClosPrim,16/03/2020,17/05/2020
Estonia,ClosPrim,14/12/2020,31/12/2020
Estonia,ClosPrim,11/03/2021,02/05/2021
Estonia,ClosPubAny,12/03/2020,16/05/2020
Estonia,ClosPubAnyPartial,17/05/2020,01/07/2020
Estonia,ClosPubAnyPartial,19/08/2020,22/06/2021
Estonia,ClosPubAnyPartial,09/08/2021,NA
Estonia,ClosSec,16/03/2020,17/05/2020
Estonia,ClosSec,14/12/2020,10/01/2021
Estonia,ClosSec,01/03/2021,02/05/2021
Estonia,ClosSecPartial,03/05/2021,16/05/2021
Estonia,EntertainmentVenues,12/03/2020,16/05/2020
Estonia,EntertainmentVenues,03/03/2021,02/05/2021
Estonia,EntertainmentVenuesPartial,17/05/2020,01/07/2020
Estonia,EntertainmentVenuesPartial,16/11/2020,02/03/2021
Estonia,EntertainmentVenuesPartial,03/05/2021,22/06/2021
Estonia,GymsSportsCentres,16/03/2020,17/05/2020
Estonia,GymsSportsCentres,11/03/2021,02/05/2021
Estonia,GymsSportsCentresPartial,19/08/2020,10/03/2021
Estonia,GymsSportsCentresPartial,03/05/2021,22/06/2021
Estonia,IndoorOver100,01/06/2020,14/07/2020
Estonia,IndoorOver100,28/11/2020,02/03/2021
Estonia,IndoorOver100,03/05/2021,23/05/2021
Estonia,IndoorOver1000,15/07/2020,27/11/2020
Estonia,IndoorOver1000,28/06/2021,08/08/2021
Estonia,IndoorOver50,18/05/2020,31/05/2020
Estonia,IndoorOver500,24/05/2021,27/06/2021
Estonia,MasksMandatoryClosedSpaces,24/11/2020,01/06/2021
Estonia,MasksVoluntaryClosedSpaces,12/03/2020,16/05/2020
Estonia,MasksVoluntaryClosedSpacesPartial,17/05/2020,31/07/2020
Estonia,MasksVoluntaryClosedSpacesPartial,12/10/2020,23/11/2020
Estonia,MassGather50,18/05/2020,31/05/2020
Estonia,MassGather50Partial,03/03/2021,02/05/2021
Estonia,MassGatherAll,18/05/2020,31/05/2020
Estonia,MassGatherAll,15/07/2020,02/03/2021
Estonia,MassGatherAllPartial,01/06/2020,14/07/2020
Estonia,NonEssentialShops,27/03/2020,17/05/2020
Estonia,NonEssentialShops,11/03/2021,02/05/2021
Estonia,NonEssentialShopsPartial,06/03/2021,10/03/2021
Estonia,NonEssentialShopsPartial,03/05/2021,22/06/2021
Estonia,OutdoorOver100,18/05/2020,30/06/2020
Estonia,OutdoorOver100,22/02/2021,02/03/2021
Estonia,OutdoorOver1000,01/07/2020,23/11/2020
Estonia,OutdoorOver1000,11/06/2021,27/06/2021
Estonia,OutdoorOver1000,02/08/2021,08/08/2021
Estonia,OutdoorOver500,24/11/2020,21/02/2021
Estonia,OutdoorOver500,03/05/2021,10/06/2021
Estonia,PlaceOfWorship,12/03/2020,10/05/2020
Estonia,PlaceOfWorshipPartial,24/12/2020,22/06/2021
Estonia,PlaceOfWorshipPartial,09/08/2021,NA
Estonia,PrivateGatheringRestrictions,12/03/2020,17/05/2020
Estonia,PrivateGatheringRestrictions,16/11/2020,10/01/2021
Estonia,PrivateGatheringRestrictions,01/02/2021,25/04/2021
Estonia,PrivateGatheringRestrictionsPartial,11/01/2021,31/01/2021
Estonia,PrivateGatheringRestrictionsPartial,26/04/2021,22/06/2021
Estonia,QuarantineForInternationalTravellers,28/01/2020,31/05/2020
Estonia,QuarantineForInternationalTravellers,31/07/2020,31/01/2021
Estonia,QuarantineForInternationalTravellersPartial,01/06/2020,30/07/2020
